event_id,site_id,anomaly_date,classification,confidence,tool_calls_count,total_tokens,summary
EVT-00019,NWSS_ga_2699_Treatment plant_raw wastewater,2024-01-28,environmental,0.7,6,44341,"[environmental] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-01-28 (confidence=0.70, factors=high_flow_cso_events, stable_clinical_data, isolated_spike_pattern)"
EVT-00020,NWSS_ga_2699_Treatment plant_raw wastewater,2024-04-14,uncertain,0.65,7,42320,"[uncertain] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-04-14 (confidence=0.65, factors=clinical_correlation, signal_characteristics, environmental_conditions, regional_context)"
EVT-00021,NWSS_ga_2699_Treatment plant_raw wastewater,2024-06-16,sampling,0.85,7,34414,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-06-16 (confidence=0.85, factors=isolated_signal_pattern, no_environmental_cause, no_clinical_corroboration, no_regional_corroboration)"
EVT-00022,NWSS_ga_2699_Treatment plant_raw wastewater,2025-02-02,sampling,0.92,6,25938,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-02-02 (confidence=0.92, factors=isolated_extreme_dip, normal_hydrology, no_clinical_corroboration, stable_variant_profile)"
EVT-00023,NWSS_ga_2699_Treatment plant_raw wastewater,2025-03-16,environmental,0.9,5,18734,"[environmental] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-03-16 (confidence=0.90, factors=high_flow_dilution, signal_pattern, clinical_non_corroboration)"
EVT-00024,NWSS_ga_2699_Treatment plant_raw wastewater,2025-06-23,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-06-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00025,NWSS_il_639_Treatment plant_raw wastewater,2022-03-15,sampling,0.85,7,36000,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-03-15 (confidence=0.85, factors=isolated_dip_to_historical_minimum, normal_discharge_no_dilution, declining_hospitalizations, single_day_duration)"
EVT-00026,NWSS_il_639_Treatment plant_raw wastewater,2022-06-09,environmental,0.92,6,29874,"[environmental] NWSS_il_639_Treatment plant_raw wastewater @ 2022-06-09 (confidence=0.92, factors=rainfall_dilution, elevated_discharge, signal_pattern, clinical_non_corroboration)"
EVT-00027,NWSS_il_639_Treatment plant_raw wastewater,2022-06-21,sampling,0.92,7,40291,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-06-21 (confidence=0.92, factors=isolated_spike_pattern, no_environmental_cause, no_clinical_corroboration, no_regional_corroboration, variant_shift_timing)"
EVT-00028,NWSS_il_639_Treatment plant_raw wastewater,2022-09-25,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-09-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00029,NWSS_il_639_Treatment plant_raw wastewater,2022-10-18,sampling,0.85,7,51178,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-10-18 (confidence=0.85, factors=isolated_single_point_dip, no_environmental_cause, no_clinical_corroboration, silver_label_consensus)"
EVT-00031,NWSS_il_639_Treatment plant_raw wastewater,2023-02-26,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-02-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00035,NWSS_il_639_Treatment plant_raw wastewater,2023-11-21,epidemic,1.0,0,0,"[epidemic] NWSS_il_639_Treatment plant_raw wastewater @ 2023-11-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00037,NWSS_il_639_Treatment plant_raw wastewater,2024-12-15,sampling,0.75,6,25643,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2024-12-15 (confidence=0.75, factors=isolated_spike_pattern, no_environmental_trigger, no_clinical_corroboration)"
EVT-00038,NWSS_il_639_Treatment plant_raw wastewater,2025-02-12,sampling,0.85,6,27129,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-02-12 (confidence=0.85, factors=isolated_single_day_drop, low_discharge_contradicts_dilution, no_clinical_corroboration, no_variant_changes)"
EVT-00039,NWSS_il_639_Treatment plant_raw wastewater,2025-05-04,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-05-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00040,NWSS_il_639_Treatment plant_raw wastewater,2025-06-01,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-06-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00042,NWSS_mn_2245_Treatment plant_raw wastewater,2023-09-06,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-09-06 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00043,NWSS_mn_2245_Treatment plant_raw wastewater,2023-11-01,epidemic,0.88,6,21417,"[epidemic] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-11-01 (confidence=0.88, factors=clinical_corroboration, variant_replacement, sustained_signal, environmental_exclusion)"
EVT-00044,NWSS_mn_2245_Treatment plant_raw wastewater,2023-12-26,sampling,0.92,6,25550,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-12-26 (confidence=0.92, factors=isolated_single_day_dip, holiday_timing, normal_hydrology, no_clinical_corroboration)"
EVT-00045,NWSS_mn_2245_Treatment plant_raw wastewater,2024-02-20,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-02-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00046,NWSS_mn_2245_Treatment plant_raw wastewater,2024-03-27,environmental,1.0,0,0,"[environmental] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-03-27 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00047,NWSS_mn_2245_Treatment plant_raw wastewater,2024-08-12,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-08-12 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00048,NWSS_mn_2245_Treatment plant_raw wastewater,2024-09-03,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-09-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00049,NWSS_mn_2245_Treatment plant_raw wastewater,2025-01-27,sampling,0.85,6,25411,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-01-27 (confidence=0.85, factors=isolated_single_point_dip, low_discharge_percentile, no_clinical_corroboration, no_nearby_corroboration)"
EVT-00050,NWSS_mn_2245_Treatment plant_raw wastewater,2025-06-18,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-06-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00051,NWSS_mt_977_Treatment plant_raw wastewater,2021-02-24,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-02-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00052,NWSS_mt_977_Treatment plant_raw wastewater,2021-08-04,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-08-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00053,NWSS_mt_977_Treatment plant_raw wastewater,2022-02-23,sampling,0.85,6,28405,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2022-02-23 (confidence=0.85, factors=isolated_single_day_dip, no_environmental_cause, no_epidemic_signal, extreme_low_flow_condition)"
EVT-00054,NWSS_mt_977_Treatment plant_raw wastewater,2023-02-01,uncertain,0.55,6,29560,"[uncertain] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-02-01 (confidence=0.55, factors=isolated_massive_spike, hospitalization_increase, scale_mismatch, variant_replacement, environmental_ruled_out)"
EVT-00055,NWSS_mt_977_Treatment plant_raw wastewater,2023-12-26,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-12-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00056,NWSS_mt_977_Treatment plant_raw wastewater,2024-03-05,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-03-05 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00057,NWSS_mt_977_Treatment plant_raw wastewater,2024-08-20,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-08-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00058,NWSS_mt_977_Treatment plant_raw wastewater,2024-10-22,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-10-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00059,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-16,sampling,0.72,6,28370,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-16 (confidence=0.72, factors=isolated_signal_drop, no_clinical_corroboration, environmental_not_coincident, no_variant_shift)"
EVT-00060,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00061,NWSS_nc_1611_Treatment plant_raw wastewater,2023-09-07,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-09-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00063,NWSS_nc_1611_Treatment plant_raw wastewater,2024-04-30,sampling,0.85,6,26849,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-04-30 (confidence=0.85, factors=isolated_single_point_dip, low_flow_rules_out_dilution, no_epidemic_evidence)"
EVT-00064,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-04,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00065,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-30,uncertain,0.0,10,20571,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-30 (confidence=0.00, factors=)"
EVT-00066,NWSS_nc_1611_Treatment plant_raw wastewater,2024-12-26,uncertain,0.65,6,21249,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-12-26 (confidence=0.65, factors=unusual_zscore, isolated_signal, normal_hydrology, missing_clinical_data)"
EVT-00067,NWSS_nc_1611_Treatment plant_raw wastewater,2025-02-11,environmental,1.0,0,0,"[environmental] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-02-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00068,NWSS_nc_1611_Treatment plant_raw wastewater,2025-04-24,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-04-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00069,NWSS_nc_1611_Treatment plant_raw wastewater,2025-05-01,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-05-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00070,NWSS_nc_1611_Treatment plant_raw wastewater,2025-07-08,uncertain,0.65,6,28940,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-07-08 (confidence=0.65, factors=hydrology_high_flow, timing_mismatch, signal_pattern, missing_clinical_data)"
EVT-00071,NWSS_nc_1611_Treatment plant_raw wastewater,2025-08-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-08-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00072,NWSS_nv_554_Treatment plant_90_raw wastewater,2021-11-15,sampling,0.92,6,47956,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2021-11-15 (confidence=0.92, factors=isolated_signal_pattern, no_environmental_cause, no_clinical_corroboration, silver_label_support)"
EVT-00073,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-11,epidemic,1.0,0,0,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00074,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-18,uncertain,0.55,6,30421,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-18 (confidence=0.55, factors=signal_pattern, environmental_conditions, clinical_corroboration, detection_methods, variant_context)"
EVT-00075,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-03,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00076,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-17,sampling,0.95,6,29048,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-17 (confidence=0.95, factors=detection_limit_artifact, isolated_single_point_dip, no_environmental_cause, no_clinical_corroboration)"
EVT-00077,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-04-07,sampling,0.72,6,37782,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-04-07 (confidence=0.72, factors=no_clinical_corroboration, no_environmental_confounding, isolated_signal_pattern, stable_variant_landscape)"
EVT-00078,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-06-20,epidemic,0.95,6,29578,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-06-20 (confidence=0.95, factors=clinical_corroboration, variant_replacement, sustained_signal_elevation, environmental_exclusion)"
EVT-00079,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-07-07,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-07-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00080,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-11-09,sampling,0.75,6,36864,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-11-09 (confidence=0.75, factors=isolated_dip, environmental_thresholds_not_met, no_clinical_corroboration, no_nearby_corroboration)"
EVT-00081,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-06-20,environmental,0.85,6,33932,"[environmental] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-06-20 (confidence=0.85, factors=high_discharge_flow, cso_overflow_risk, stable_hospitalizations)"
EVT-00082,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-11-23,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-11-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00083,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-02-15,sampling,0.72,6,30471,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-02-15 (confidence=0.72, factors=clinical_non_corroboration, no_environmental_confounder, high_site_variability, no_nearby_corroboration)"
EVT-00085,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-19,sampling,0.75,7,54816,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-19 (confidence=0.75, factors=isolated_signal, no_environmental_confounder, no_clinical_corroboration, data_quality_concern)"
EVT-00086,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-25,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00087,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-18,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00088,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-25,sampling,0.85,6,27024,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-25 (confidence=0.85, factors=sustained_near_zero_values, signal_pattern_inconsistency, no_environmental_confounding, missing_clinical_data)"
EVT-00089,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-12-13,sampling,0.85,7,32327,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-12-13 (confidence=0.85, factors=historical_minimum_value, isolated_duration, no_environmental_confounder, variant_shift_post_anomaly)"
EVT-00090,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-01-15,sampling,0.92,6,28150,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-01-15 (confidence=0.92, factors=isolated_dip_pattern, no_environmental_cause, no_clinical_contradiction, no_regional_corroboration)"
EVT-00092,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-10,uncertain,0.0,6,22844,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-10 (confidence=0.00, factors=)"
EVT-00093,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-25,sampling,0.75,6,31033,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-25 (confidence=0.75, factors=sampling_lab_variability, low_absolute_concentration, no_environmental_confounding, no_clinical_corroboration, variant_shift)"
EVT-00094,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-04-17,sampling,0.95,6,33229,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-04-17 (confidence=0.95, factors=detection_limit_pattern, signal_pattern, hydrology_normal, variant_stable)"
EVT-00095,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-20,sampling,0.78,6,28119,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-20 (confidence=0.78, factors=signal_drop_to_historical_minimum, no_environmental_confounders, no_clinical_corroboration, isolated_site, variant_stability)"
EVT-00096,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-30,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-30 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00097,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-06-07,sampling,0.85,6,27754,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-06-07 (confidence=0.85, factors=isolated_dip_anomaly, no_environmental_confounder, no_clinical_corroboration, silver_label_consensus)"
EVT-00098,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-06-28,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-06-28 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00099,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-08-08,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-08-08 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00100,NWSS_ny_1041_Treatment plant_raw wastewater,2022-07-17,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-07-17 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00101,NWSS_ny_1041_Treatment plant_raw wastewater,2022-10-17,sampling,0.85,6,28852,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-10-17 (confidence=0.85, factors=isolated_signal, no_environmental_cause, no_clinical_corroboration, no_nearby_corroboration)"
EVT-00102,NWSS_ny_1041_Treatment plant_raw wastewater,2022-12-07,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-12-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00103,NWSS_ny_1041_Treatment plant_raw wastewater,2023-03-14,environmental,0.92,6,30481,"[environmental] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-03-14 (confidence=0.92, factors=heavy_rainfall, extreme_high_flow, no_clinical_corroboration, signal_pattern)"
EVT-00104,NWSS_ny_1041_Treatment plant_raw wastewater,2023-04-13,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-04-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00105,NWSS_ny_1041_Treatment plant_raw wastewater,2023-08-10,mixed,1.0,0,0,"[mixed] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-08-10 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00106,NWSS_ny_1041_Treatment plant_raw wastewater,2023-10-05,sampling,0.85,6,28057,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-10-05 (confidence=0.85, factors=isolated_signal_pattern, no_environmental_confounder, no_clinical_corroboration, no_variant_shift)"
EVT-00107,NWSS_ny_1041_Treatment plant_raw wastewater,2023-12-19,mixed,1.0,0,0,"[mixed] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-12-19 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00108,NWSS_ny_1041_Treatment plant_raw wastewater,2023-12-28,mixed,0.7,6,32048,"[mixed] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-12-28 (confidence=0.70, factors=epidemic_signal, environmental_dilution, signal_direction_conflict)"
EVT-00109,NWSS_ny_1041_Treatment plant_raw wastewater,2024-03-18,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2024-03-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00110,NWSS_ny_1041_Treatment plant_raw wastewater,2024-07-25,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2024-07-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00111,NWSS_or_934_Treatment plant_raw wastewater,2020-10-27,sampling,0.85,6,27455,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2020-10-27 (confidence=0.85, factors=isolated_spike_pattern, no_clinical_corroboration, normal_hydrology, high_site_variability)"
EVT-00112,NWSS_or_934_Treatment plant_raw wastewater,2020-11-03,epidemic,1.0,0,0,"[epidemic] NWSS_or_934_Treatment plant_raw wastewater @ 2020-11-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00113,NWSS_or_934_Treatment plant_raw wastewater,2020-12-29,environmental,0.92,6,29669,"[environmental] NWSS_or_934_Treatment plant_raw wastewater @ 2020-12-29 (confidence=0.92, factors=high_flow_cso_conditions, isolated_spike_pattern, no_clinical_corroboration, no_variant_shift)"
EVT-00114,NWSS_or_934_Treatment plant_raw wastewater,2021-03-08,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2021-03-08 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00115,NWSS_or_934_Treatment plant_raw wastewater,2021-03-21,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2021-03-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00116,NWSS_or_934_Treatment plant_raw wastewater,2021-05-02,sampling,0.92,6,26881,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2021-05-02 (confidence=0.92, factors=isolated_spike_pattern, normal_hydrology, stable_clinical_trend, no_regional_corroboration)"
