event_id,site_id,anomaly_date,classification,confidence,tool_calls_count,total_tokens,summary
EVT-00011,NWSS_az_1059_Treatment plant_raw wastewater,2022-02-28,sampling,0.95,6,11020,"[sampling] NWSS_az_1059_Treatment plant_raw wastewater @ 2022-02-28 (confidence=0.95, factors=isolated_single_point_anomaly, magnitude_out_of_range, no_environmental_confounders, declining_clinical_trend)"
EVT-00012,NWSS_az_1059_Treatment plant_raw wastewater,2024-05-20,uncertain,0.6,6,39399,"[uncertain] NWSS_az_1059_Treatment plant_raw wastewater @ 2024-05-20 (confidence=0.60, factors=variant_replacement, signal_isolation, missing_clinical_corroboration, no_regional_corroboration)"
EVT-00013,NWSS_ga_2699_Treatment plant_raw wastewater,2022-06-05,epidemic,0.88,6,28044,"[epidemic] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-06-05 (confidence=0.88, factors=clinical_corroboration, sustained_signal_trend, silver_label_consensus)"
EVT-00014,NWSS_ga_2699_Treatment plant_raw wastewater,2022-08-07,sampling,0.85,6,22792,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-08-07 (confidence=0.85, factors=isolated_single_point_dip, no_clinical_corroboration, no_variant_shift)"
EVT-00015,NWSS_ga_2699_Treatment plant_raw wastewater,2022-11-13,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2022-11-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00016,NWSS_ga_2699_Treatment plant_raw wastewater,2023-03-13,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2023-03-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00017,NWSS_ga_2699_Treatment plant_raw wastewater,2023-05-22,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2023-05-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00018,NWSS_ga_2699_Treatment plant_raw wastewater,2024-01-15,environmental,0.75,6,25846,"[environmental] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-01-15 (confidence=0.75, factors=high_flow_dilution, clinical_trend, signal_pattern)"
EVT-00019,NWSS_ga_2699_Treatment plant_raw wastewater,2024-01-28,environmental,0.65,6,19539,"[environmental] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-01-28 (confidence=0.65, factors=high_flow_cso, isolated_spike, clinical_corroboration, variant_activity)"
EVT-00020,NWSS_ga_2699_Treatment plant_raw wastewater,2024-04-14,sampling,0.75,8,62111,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-04-14 (confidence=0.75, factors=isolated_signal_dip, no_clinical_corroboration, normal_hydrology, no_regional_corroboration)"
EVT-00021,NWSS_ga_2699_Treatment plant_raw wastewater,2024-06-16,sampling,0.75,6,24982,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2024-06-16 (confidence=0.75, factors=isolated_signal, no_environmental_confounders, no_clinical_corroboration, no_regional_corroboration)"
EVT-00022,NWSS_ga_2699_Treatment plant_raw wastewater,2025-02-02,sampling,0.92,6,20149,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-02-02 (confidence=0.92, factors=isolated_signal_anomaly, normal_flow_conditions, temporal_mismatch_with_later_flow_event, silver_label_consensus)"
EVT-00023,NWSS_ga_2699_Treatment plant_raw wastewater,2025-03-16,environmental,0.92,5,16873,"[environmental] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-03-16 (confidence=0.92, factors=high_flow_dilution, signal_dilution_pattern, temporal_correlation)"
EVT-00024,NWSS_ga_2699_Treatment plant_raw wastewater,2025-06-23,sampling,1.0,0,0,"[sampling] NWSS_ga_2699_Treatment plant_raw wastewater @ 2025-06-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00025,NWSS_il_639_Treatment plant_raw wastewater,2022-03-15,sampling,0.95,6,25135,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-03-15 (confidence=0.95, factors=isolated_single_point_dip, no_clinical_corroboration, no_environmental_support)"
EVT-00026,NWSS_il_639_Treatment plant_raw wastewater,2022-06-09,environmental,0.92,5,35775,"[environmental] NWSS_il_639_Treatment plant_raw wastewater @ 2022-06-09 (confidence=0.92, factors=heavy_precipitation, elevated_discharge, signal_pattern)"
EVT-00027,NWSS_il_639_Treatment plant_raw wastewater,2022-06-21,sampling,0.92,5,12729,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-06-21 (confidence=0.92, factors=isolated_single_point_spike, no_environmental_trigger, no_clinical_corroboration)"
EVT-00028,NWSS_il_639_Treatment plant_raw wastewater,2022-09-25,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-09-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00029,NWSS_il_639_Treatment plant_raw wastewater,2022-10-18,sampling,0.92,6,24915,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2022-10-18 (confidence=0.92, factors=isolated_single_point_dip, no_environmental_confounder, no_clinical_corroboration, no_regional_pattern, silver_label_consensus)"
EVT-00030,NWSS_il_639_Treatment plant_raw wastewater,2023-01-26,sampling,0.92,6,39622,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-01-26 (confidence=0.92, factors=isolated_single_point_spike, no_clinical_corroboration, no_environmental_drivers, gradual_variant_shift)"
EVT-00031,NWSS_il_639_Treatment plant_raw wastewater,2023-02-26,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-02-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00032,NWSS_il_639_Treatment plant_raw wastewater,2023-05-07,sampling,0.85,5,23707,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-05-07 (confidence=0.85, factors=isolated_signal_pattern, lack_of_clinical_corroboration, discharge_timing, silver_label_consensus)"
EVT-00033,NWSS_il_639_Treatment plant_raw wastewater,2023-07-04,sampling,0.85,5,33002,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-07-04 (confidence=0.85, factors=isolated_single_point_anomaly, no_epidemic_corroboration, no_environmental_driver_on_anomaly_date)"
EVT-00034,NWSS_il_639_Treatment plant_raw wastewater,2023-11-05,uncertain,0.55,6,25347,"[uncertain] NWSS_il_639_Treatment plant_raw wastewater @ 2023-11-05 (confidence=0.55, factors=rising_hospitalizations, isolated_signal_spike, second_spike_pattern, missing_weather_data, no_nearby_corroboration)"
EVT-00035,NWSS_il_639_Treatment plant_raw wastewater,2023-11-21,epidemic,1.0,0,0,"[epidemic] NWSS_il_639_Treatment plant_raw wastewater @ 2023-11-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00036,NWSS_il_639_Treatment plant_raw wastewater,2024-03-12,sampling,0.75,6,26810,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2024-03-12 (confidence=0.75, factors=isolated_signal_pattern, declining_hospitalization, site_variability, no_regional_corroboration)"
EVT-00037,NWSS_il_639_Treatment plant_raw wastewater,2024-12-15,uncertain,0.55,6,27953,"[uncertain] NWSS_il_639_Treatment plant_raw wastewater @ 2024-12-15 (confidence=0.55, factors=signal_isolation, missing_hospitalization_data, elevated_discharge, sustained_post_anomaly_elevation, no_variant_shift)"
EVT-00038,NWSS_il_639_Treatment plant_raw wastewater,2025-02-12,sampling,0.75,6,23141,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-02-12 (confidence=0.75, factors=isolated_single_point_dip, no_environmental_cause, rapid_signal_recovery)"
EVT-00039,NWSS_il_639_Treatment plant_raw wastewater,2025-05-04,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-05-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00040,NWSS_il_639_Treatment plant_raw wastewater,2025-06-01,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-06-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00041,NWSS_mn_2245_Treatment plant_raw wastewater,2023-05-03,sampling,0.92,5,19370,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-05-03 (confidence=0.92, factors=isolated_single_point_anomaly, inconsistent_dilution_pattern, no_clinical_corroboration)"
EVT-00042,NWSS_mn_2245_Treatment plant_raw wastewater,2023-09-06,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-09-06 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00043,NWSS_mn_2245_Treatment plant_raw wastewater,2023-11-01,epidemic,0.88,6,23028,"[epidemic] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-11-01 (confidence=0.88, factors=rising_hospitalizations, sustained_wastewater_elevation, no_environmental_confounding)"
EVT-00044,NWSS_mn_2245_Treatment plant_raw wastewater,2023-12-26,sampling,0.88,5,21636,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-12-26 (confidence=0.88, factors=isolated_signal_pattern, judge_panel_consensus, absence_of_environmental_confounders, no_clinical_corroboration)"
EVT-00045,NWSS_mn_2245_Treatment plant_raw wastewater,2024-02-20,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-02-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00046,NWSS_mn_2245_Treatment plant_raw wastewater,2024-03-27,environmental,1.0,0,0,"[environmental] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-03-27 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00047,NWSS_mn_2245_Treatment plant_raw wastewater,2024-08-12,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-08-12 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00048,NWSS_mn_2245_Treatment plant_raw wastewater,2024-09-03,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-09-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00049,NWSS_mn_2245_Treatment plant_raw wastewater,2025-01-27,sampling,0.85,6,38442,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-01-27 (confidence=0.85, factors=isolated_single_point_dip, no_environmental_confounders, silver_label_consensus)"
EVT-00050,NWSS_mn_2245_Treatment plant_raw wastewater,2025-06-18,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-06-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00051,NWSS_mt_977_Treatment plant_raw wastewater,2021-02-24,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-02-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00052,NWSS_mt_977_Treatment plant_raw wastewater,2021-08-04,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-08-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00053,NWSS_mt_977_Treatment plant_raw wastewater,2022-02-23,sampling,0.85,6,24886,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2022-02-23 (confidence=0.85, factors=isolated_signal_anomaly, no_environmental_driver, no_epidemic_corroboration)"
EVT-00054,NWSS_mt_977_Treatment plant_raw wastewater,2023-02-01,sampling,0.92,6,31247,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-02-01 (confidence=0.92, factors=isolated_single_point_spike, no_environmental_correlate, no_clinical_correlate, signal_magnitude_relative_to_history)"
EVT-00055,NWSS_mt_977_Treatment plant_raw wastewater,2023-12-26,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-12-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00056,NWSS_mt_977_Treatment plant_raw wastewater,2024-03-05,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-03-05 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00057,NWSS_mt_977_Treatment plant_raw wastewater,2024-08-20,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-08-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00058,NWSS_mt_977_Treatment plant_raw wastewater,2024-10-22,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-10-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00059,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-16,sampling,0.85,6,40736,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-16 (confidence=0.85, factors=isolated_single_point_anomaly, no_environmental_confounders, no_clinical_corroboration, no_variant_dynamics)"
EVT-00060,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00061,NWSS_nc_1611_Treatment plant_raw wastewater,2023-09-07,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-09-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00062,NWSS_nc_1611_Treatment plant_raw wastewater,2024-02-13,uncertain,0.75,6,40668,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-02-13 (confidence=0.75, factors=signal_pattern, clinical_corroboration, hydrology, variant_dynamics, silver_label_consensus)"
EVT-00063,NWSS_nc_1611_Treatment plant_raw wastewater,2024-04-30,sampling,0.85,6,39835,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-04-30 (confidence=0.85, factors=isolated_single_point_anomaly, no_environmental_confounder, extreme_value_relative_to_baseline)"
EVT-00064,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-04,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00065,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-30,epidemic,0.85,6,18582,"[epidemic] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-30 (confidence=0.85, factors=variant_emergence, sustained_signal_trend, environmental_exclusion)"
EVT-00066,NWSS_nc_1611_Treatment plant_raw wastewater,2024-12-26,sampling,0.75,5,11694,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-12-26 (confidence=0.75, factors=isolated_single_point_spike, normal_hydrological_conditions, historical_context)"
EVT-00067,NWSS_nc_1611_Treatment plant_raw wastewater,2025-02-11,environmental,1.0,0,0,"[environmental] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-02-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00068,NWSS_nc_1611_Treatment plant_raw wastewater,2025-04-24,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-04-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00069,NWSS_nc_1611_Treatment plant_raw wastewater,2025-05-01,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-05-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00070,NWSS_nc_1611_Treatment plant_raw wastewater,2025-07-08,environmental,0.75,6,27014,"[environmental] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-07-08 (confidence=0.75, factors=high_flow_dilution, isolated_signal_dip)"
EVT-00071,NWSS_nc_1611_Treatment plant_raw wastewater,2025-08-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-08-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00072,NWSS_nv_554_Treatment plant_90_raw wastewater,2021-11-15,sampling,0.85,6,25706,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2021-11-15 (confidence=0.85, factors=isolated_signal_pattern, no_precipitation, stable_hospitalization, low_flow_conditions, stable_variants)"
EVT-00073,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-11,epidemic,1.0,0,0,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00074,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-18,sampling,0.75,6,14699,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-18 (confidence=0.75, factors=isolated_signal_anomaly, declining_hospitalizations, absence_environmental_drivers, variant_stability)"
EVT-00075,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-03,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00076,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-17,sampling,0.92,6,21110,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-17 (confidence=0.92, factors=isolated_single_point_anomaly, no_environmental_correlates, no_clinical_corroboration)"
EVT-00077,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-04-07,sampling,0.75,6,21166,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-04-07 (confidence=0.75, factors=sampling_artifact, lack_of_environmental_corroboration, lack_of_clinical_corroboration, variant_stability)"
EVT-00078,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-06-20,epidemic,0.95,6,15356,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-06-20 (confidence=0.95, factors=variant_replacement, hospitalization_increase, sustained_signal_elevation, absence_environmental_confounders)"
EVT-00079,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-07-07,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-07-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00080,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-11-09,uncertain,0.55,6,30234,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-11-09 (confidence=0.55, factors=precipitation, flow_conditions, signal_pattern, clinical_corroboration)"
EVT-00081,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-06-20,environmental,0.92,5,20796,"[environmental] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-06-20 (confidence=0.92, factors=high_discharge_flow, dilution_effect, lack_of_epidemic_corroboration)"
EVT-00082,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-11-23,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-11-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00083,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-02-15,sampling,0.85,6,31749,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-02-15 (confidence=0.85, factors=isolated_single_point_spike, clinical_contradiction, no_environmental_confounders, variant_stability)"
EVT-00084,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-10,epidemic,0.75,6,19053,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-10 (confidence=0.75, factors=sustained_signal_elevation, trend_detector_cusum, hydrology)"
EVT-00085,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-19,sampling,0.85,5,12086,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-19 (confidence=0.85, factors=isolated_single_point_anomaly, no_environmental_confounders, silver_label_consensus)"
EVT-00086,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-25,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00087,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-18,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00088,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-25,sampling,0.95,5,12279,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-25 (confidence=0.95, factors=data_quality_issue, anomalous_magnitude, environmental_factors, epidemiological_corroboration)"
EVT-00089,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-12-13,sampling,0.88,6,36660,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-12-13 (confidence=0.88, factors=isolated_signal_dropout, normal_environmental_conditions, no_regional_corroboration)"
EVT-00090,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-01-15,sampling,0.9,5,12271,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-01-15 (confidence=0.90, factors=isolated_extreme_dip, rapid_recovery, low_flow_no_dilution, short_duration)"
EVT-00091,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-02-20,sampling,0.85,5,23765,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-02-20 (confidence=0.85, factors=systematic_detection_limit, signal_suppression_pattern, no_environmental_confounders, silver_label_consensus)"
EVT-00092,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-10,uncertain,0.75,6,25809,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-10 (confidence=0.75, factors=sustained_signal_elevation, extreme_site_volatility, missing_clinical_data, no_environmental_confounder, no_regional_corroboration)"
EVT-00093,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-25,sampling,0.75,5,12444,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-25 (confidence=0.75, factors=isolated_single_point_spike, lack_of_environmental_corroboration, high_background_volatility, silver_label_consensus)"
EVT-00094,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-04-17,sampling,0.92,6,25549,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-04-17 (confidence=0.92, factors=extreme_signal_dropout, isolated_anomaly_pattern, no_environmental_confounders, no_epidemiological_support)"
EVT-00095,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-20,sampling,0.75,6,26464,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-20 (confidence=0.75, factors=absence_environmental_confounders, absence_epidemiological_corroboration, silver_label_consensus, signal_recovery_pattern)"
EVT-00096,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-30,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-30 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00097,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-06-07,sampling,0.85,5,22794,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-06-07 (confidence=0.85, factors=isolated_single_point_dip, no_environmental_confounders, rapid_return_to_baseline_and_subsequent_trend)"
EVT-00098,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-06-28,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-06-28 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00099,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-08-08,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-08-08 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00100,NWSS_ny_1041_Treatment plant_raw wastewater,2022-07-17,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-07-17 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00101,NWSS_ny_1041_Treatment plant_raw wastewater,2022-10-17,sampling,0.85,6,41343,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-10-17 (confidence=0.85, factors=isolated_single_point_anomaly, lack_of_environmental_cause, lack_of_clinical_corroboration, site_variability)"
EVT-00102,NWSS_ny_1041_Treatment plant_raw wastewater,2022-12-07,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-12-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00103,NWSS_ny_1041_Treatment plant_raw wastewater,2023-03-14,environmental,0.92,7,21661,"[environmental] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-03-14 (confidence=0.92, factors=heavy_precipitation, high_flow_discharge, lack_clinical_corroboration, signal_magnitude_direction)"
EVT-00104,NWSS_ny_1041_Treatment plant_raw wastewater,2023-04-13,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-04-13 (confidence=1.00, factors=silver_label_passthrough)"
