event_id,site_id,anomaly_date,classification,confidence,tool_calls_count,total_tokens,summary
EVT-00031,NWSS_il_639_Treatment plant_raw wastewater,2023-02-26,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-02-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00032,NWSS_il_639_Treatment plant_raw wastewater,2023-05-07,sampling,0.9,5,13092,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-05-07 (confidence=0.90, factors=sampling_error)"
EVT-00033,NWSS_il_639_Treatment plant_raw wastewater,2023-07-04,sampling,0.95,5,24211,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-07-04 (confidence=0.95, factors=isolated sampling artifact, no environmental confounder, no epidemic signal)"
EVT-00034,NWSS_il_639_Treatment plant_raw wastewater,2023-11-05,sampling,0.85,6,19137,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2023-11-05 (confidence=0.85, factors=sampling or laboratory error)"
EVT-00035,NWSS_il_639_Treatment plant_raw wastewater,2023-11-21,epidemic,1.0,0,0,"[epidemic] NWSS_il_639_Treatment plant_raw wastewater @ 2023-11-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00036,NWSS_il_639_Treatment plant_raw wastewater,2024-03-12,environmental,0.8,5,13585,"[environmental] NWSS_il_639_Treatment plant_raw wastewater @ 2024-03-12 (confidence=0.80, factors=high_discharge_cso_risk, no_epidemic_corroboration)"
EVT-00037,NWSS_il_639_Treatment plant_raw wastewater,2024-12-15,uncertain,0.0,6,18205,"[uncertain] NWSS_il_639_Treatment plant_raw wastewater @ 2024-12-15 (confidence=0.00, factors=)"
EVT-00038,NWSS_il_639_Treatment plant_raw wastewater,2025-02-12,sampling,0.9,6,19688,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-02-12 (confidence=0.90, factors=sampling_error)"
EVT-00039,NWSS_il_639_Treatment plant_raw wastewater,2025-05-04,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-05-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00040,NWSS_il_639_Treatment plant_raw wastewater,2025-06-01,sampling,1.0,0,0,"[sampling] NWSS_il_639_Treatment plant_raw wastewater @ 2025-06-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00041,NWSS_mn_2245_Treatment plant_raw wastewater,2023-05-03,environmental,0.85,7,26420,"[environmental] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-05-03 (confidence=0.85, factors=high_flow_dilution, sampling_error)"
EVT-00042,NWSS_mn_2245_Treatment plant_raw wastewater,2023-09-06,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-09-06 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00043,NWSS_mn_2245_Treatment plant_raw wastewater,2023-11-01,epidemic,0.75,6,21101,"[epidemic] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-11-01 (confidence=0.75, factors=clinical corroboration, wastewater trend, silver label prior)"
EVT-00044,NWSS_mn_2245_Treatment plant_raw wastewater,2023-12-26,sampling,0.9,5,11677,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2023-12-26 (confidence=0.90, factors=sampling_error, no_environmental, no_epidemic)"
EVT-00045,NWSS_mn_2245_Treatment plant_raw wastewater,2024-02-20,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-02-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00046,NWSS_mn_2245_Treatment plant_raw wastewater,2024-03-27,environmental,1.0,0,0,"[environmental] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-03-27 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00047,NWSS_mn_2245_Treatment plant_raw wastewater,2024-08-12,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-08-12 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00048,NWSS_mn_2245_Treatment plant_raw wastewater,2024-09-03,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2024-09-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00049,NWSS_mn_2245_Treatment plant_raw wastewater,2025-01-27,sampling,0.95,6,18696,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-01-27 (confidence=0.95, factors=sampling_error)"
EVT-00050,NWSS_mn_2245_Treatment plant_raw wastewater,2025-06-18,sampling,1.0,0,0,"[sampling] NWSS_mn_2245_Treatment plant_raw wastewater @ 2025-06-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00051,NWSS_mt_977_Treatment plant_raw wastewater,2021-02-24,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-02-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00052,NWSS_mt_977_Treatment plant_raw wastewater,2021-08-04,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2021-08-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00053,NWSS_mt_977_Treatment plant_raw wastewater,2022-02-23,sampling,0.95,5,17071,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2022-02-23 (confidence=0.95, factors=sampling_error)"
EVT-00054,NWSS_mt_977_Treatment plant_raw wastewater,2023-02-01,uncertain,0.85,6,26177,"[uncertain] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-02-01 (confidence=0.85, factors=sampling, epidemic, environmental)"
EVT-00055,NWSS_mt_977_Treatment plant_raw wastewater,2023-12-26,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2023-12-26 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00056,NWSS_mt_977_Treatment plant_raw wastewater,2024-03-05,epidemic,1.0,0,0,"[epidemic] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-03-05 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00057,NWSS_mt_977_Treatment plant_raw wastewater,2024-08-20,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-08-20 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00058,NWSS_mt_977_Treatment plant_raw wastewater,2024-10-22,sampling,1.0,0,0,"[sampling] NWSS_mt_977_Treatment plant_raw wastewater @ 2024-10-22 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00059,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-16,sampling,0.95,5,12473,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-16 (confidence=0.95, factors=sampling_error)"
EVT-00060,NWSS_nc_1611_Treatment plant_raw wastewater,2023-03-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-03-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00061,NWSS_nc_1611_Treatment plant_raw wastewater,2023-09-07,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2023-09-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00062,NWSS_nc_1611_Treatment plant_raw wastewater,2024-02-13,sampling,0.85,6,26124,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-02-13 (confidence=0.85, factors=sampling_error, no_environmental, no_epidemic)"
EVT-00063,NWSS_nc_1611_Treatment plant_raw wastewater,2024-04-30,sampling,0.85,5,18464,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-04-30 (confidence=0.85, factors=sampling_error, no_environmental, no_epidemic)"
EVT-00064,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-04,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-04 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00065,NWSS_nc_1611_Treatment plant_raw wastewater,2024-07-30,uncertain,0.0,6,20573,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-07-30 (confidence=0.00, factors=)"
EVT-00066,NWSS_nc_1611_Treatment plant_raw wastewater,2024-12-26,uncertain,0.0,6,19505,"[uncertain] NWSS_nc_1611_Treatment plant_raw wastewater @ 2024-12-26 (confidence=0.00, factors=)"
EVT-00067,NWSS_nc_1611_Treatment plant_raw wastewater,2025-02-11,environmental,1.0,0,0,"[environmental] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-02-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00068,NWSS_nc_1611_Treatment plant_raw wastewater,2025-04-24,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-04-24 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00069,NWSS_nc_1611_Treatment plant_raw wastewater,2025-05-01,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-05-01 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00070,NWSS_nc_1611_Treatment plant_raw wastewater,2025-07-08,sampling,0.9,5,18254,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-07-08 (confidence=0.90, factors=sampling_error, no_environmental, no_epidemic)"
EVT-00071,NWSS_nc_1611_Treatment plant_raw wastewater,2025-08-21,sampling,1.0,0,0,"[sampling] NWSS_nc_1611_Treatment plant_raw wastewater @ 2025-08-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00072,NWSS_nv_554_Treatment plant_90_raw wastewater,2021-11-15,sampling,0.95,6,23000,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2021-11-15 (confidence=0.95, factors=sampling_error)"
EVT-00073,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-11,epidemic,1.0,0,0,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-11 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00074,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-01-18,uncertain,0.75,6,24111,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-01-18 (confidence=0.75, factors=sampling, epidemic)"
EVT-00075,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-03,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00076,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-03-17,sampling,0.95,6,23345,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-03-17 (confidence=0.95, factors=laboratory error or non-detection artifact)"
EVT-00077,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-04-07,sampling,0.85,6,23233,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-04-07 (confidence=0.85, factors=sampling)"
EVT-00078,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-06-20,epidemic,0.95,4,12982,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-06-20 (confidence=0.95, factors=rising hospitalizations, sustained wastewater signal, no environmental confounders)"
EVT-00079,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-07-07,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-07-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00080,NWSS_nv_554_Treatment plant_90_raw wastewater,2022-11-09,uncertain,0.85,6,27890,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2022-11-09 (confidence=0.85, factors=precipitation, isolation, hospitalization)"
EVT-00081,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-06-20,environmental,0.9,6,23618,"[environmental] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-06-20 (confidence=0.90, factors=high discharge flow)"
EVT-00082,NWSS_nv_554_Treatment plant_90_raw wastewater,2023-11-23,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2023-11-23 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00083,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-02-15,sampling,0.9,6,22452,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-02-15 (confidence=0.90, factors=sampling artifact)"
EVT-00084,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-10,epidemic,0.8,6,21148,"[epidemic] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-10 (confidence=0.80, factors=real community infection increase)"
EVT-00085,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-19,sampling,0.9,6,20976,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-19 (confidence=0.90, factors=sampling artifact)"
EVT-00086,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-06-25,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-06-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00087,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-18,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00088,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-11-25,sampling,0.9,6,27378,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-11-25 (confidence=0.90, factors=sampling or laboratory issue)"
EVT-00089,NWSS_nv_554_Treatment plant_90_raw wastewater,2024-12-13,sampling,0.95,6,20590,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2024-12-13 (confidence=0.95, factors=laboratory or sampling error)"
EVT-00090,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-01-15,sampling,0.9,5,12783,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-01-15 (confidence=0.90, factors=laboratory or sampling error)"
EVT-00091,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-02-20,uncertain,0.0,5,12925,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-02-20 (confidence=0.00, factors=)"
EVT-00092,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-10,uncertain,0.75,6,21846,"[uncertain] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-10 (confidence=0.75, factors=insufficient corroborative data, erratic wastewater signal, no environmental confounders, stable variants)"
EVT-00093,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-03-25,sampling,0.9,6,25368,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-03-25 (confidence=0.90, factors=sampling artifact)"
EVT-00094,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-04-17,sampling,0.95,6,25182,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-04-17 (confidence=0.95, factors=laboratory reporting artifact)"
EVT-00095,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-20,sampling,0.9,5,18613,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-20 (confidence=0.90, factors=laboratory or sampling error)"
EVT-00096,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-05-30,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-05-30 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00097,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-06-07,sampling,0.95,4,12236,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-06-07 (confidence=0.95, factors=laboratory or sampling error)"
EVT-00098,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-06-28,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-06-28 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00099,NWSS_nv_554_Treatment plant_90_raw wastewater,2025-08-08,sampling,1.0,0,0,"[sampling] NWSS_nv_554_Treatment plant_90_raw wastewater @ 2025-08-08 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00100,NWSS_ny_1041_Treatment plant_raw wastewater,2022-07-17,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-07-17 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00101,NWSS_ny_1041_Treatment plant_raw wastewater,2022-10-17,sampling,0.95,6,21732,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-10-17 (confidence=0.95, factors=sampling_error, no_environmental, no_epidemic)"
EVT-00102,NWSS_ny_1041_Treatment plant_raw wastewater,2022-12-07,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2022-12-07 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00103,NWSS_ny_1041_Treatment plant_raw wastewater,2023-03-14,environmental,0.9,5,25087,"[environmental] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-03-14 (confidence=0.90, factors=high_flow_cso_risk, heavy_rainfall)"
EVT-00104,NWSS_ny_1041_Treatment plant_raw wastewater,2023-04-13,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-04-13 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00105,NWSS_ny_1041_Treatment plant_raw wastewater,2023-08-10,mixed,1.0,0,0,"[mixed] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-08-10 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00106,NWSS_ny_1041_Treatment plant_raw wastewater,2023-10-05,uncertain,0.0,6,21212,"[uncertain] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-10-05 (confidence=0.00, factors=)"
EVT-00107,NWSS_ny_1041_Treatment plant_raw wastewater,2023-12-19,mixed,1.0,0,0,"[mixed] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-12-19 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00108,NWSS_ny_1041_Treatment plant_raw wastewater,2023-12-28,environmental,0.85,7,21134,"[environmental] NWSS_ny_1041_Treatment plant_raw wastewater @ 2023-12-28 (confidence=0.85, factors=dilution from high flow and precipitation)"
EVT-00109,NWSS_ny_1041_Treatment plant_raw wastewater,2024-03-18,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2024-03-18 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00110,NWSS_ny_1041_Treatment plant_raw wastewater,2024-07-25,sampling,1.0,0,0,"[sampling] NWSS_ny_1041_Treatment plant_raw wastewater @ 2024-07-25 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00111,NWSS_or_934_Treatment plant_raw wastewater,2020-10-27,sampling,0.9,6,18630,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2020-10-27 (confidence=0.90, factors=laboratory or sampling error)"
EVT-00112,NWSS_or_934_Treatment plant_raw wastewater,2020-11-03,epidemic,1.0,0,0,"[epidemic] NWSS_or_934_Treatment plant_raw wastewater @ 2020-11-03 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00113,NWSS_or_934_Treatment plant_raw wastewater,2020-12-29,environmental,0.9,5,19166,"[environmental] NWSS_or_934_Treatment plant_raw wastewater @ 2020-12-29 (confidence=0.90, factors=high_flow_cso_risk, no_clinical_corroboration)"
EVT-00114,NWSS_or_934_Treatment plant_raw wastewater,2021-03-08,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2021-03-08 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00115,NWSS_or_934_Treatment plant_raw wastewater,2021-03-21,sampling,1.0,0,0,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2021-03-21 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00116,NWSS_or_934_Treatment plant_raw wastewater,2021-05-02,sampling,0.95,5,16746,"[sampling] NWSS_or_934_Treatment plant_raw wastewater @ 2021-05-02 (confidence=0.95, factors=sampling artifact)"
EVT-00117,NWSS_or_934_Treatment plant_raw wastewater,2021-07-29,epidemic,1.0,0,0,"[epidemic] NWSS_or_934_Treatment plant_raw wastewater @ 2021-07-29 (confidence=1.00, factors=silver_label_passthrough)"
EVT-00118,NWSS_or_934_Treatment plant_raw wastewater,2021-08-12,epidemic,1.0,0,0,"[epidemic] NWSS_or_934_Treatment plant_raw wastewater @ 2021-08-12 (confidence=1.00, factors=silver_label_passthrough)"
